bench,demangled_name,ir_name,pct,file
657.xz_s,lzma_lzma_encode,lzma_lzma_encode,2.36,657.xz_s/lzma_lzma_encode.ll
657.xz_s,match,match,0.16,657.xz_s/match.ll
657.xz_s,length_update_prices,length_update_prices,0.12,657.xz_s/length_update_prices.ll
657.xz_s,length,length,0.08,657.xz_s/length.ll
657.xz_s,sha_process,sha_process,0.02,657.xz_s/sha_process.ll
620.omnetpp_s,removeFirst,_ZN12cMessageHeap11removeFirstEv,30.50,620.omnetpp_s/_ZN12cMessageHeap11removeFirstEv.ll
620.omnetpp_s,deliver,_ZN5cGate7deliverEP8cMessage7SimTime,9.47,620.omnetpp_s/_ZN5cGate7deliverEP8cMessage7SimTime.ll
620.omnetpp_s,sendDelayed,_ZN13cSimpleModule11sendDelayedEP8cMessage7SimTimei,4.74,620.omnetpp_s/_ZN13cSimpleModule11sendDelayedEP8cMessage7SimTimei.ll
620.omnetpp_s,gate,_ZN7cModule4gateEi,2.52,620.omnetpp_s/_ZN7cModule4gateEi.ll
620.omnetpp_s,printState,_ZN8EtherMAC10printStateEv,2.32,620.omnetpp_s/_ZN8EtherMAC10printStateEv.ll
620.omnetpp_s,cPacket,_ZN7cPacketC2ERKS_,2.20,620.omnetpp_s/_ZN7cPacketC2ERKS_.ll
620.omnetpp_s,handleMessage,_ZN11EtherAppCli13handleMessageEP8cMessage,2.04,620.omnetpp_s/_ZN11EtherAppCli13handleMessageEP8cMessage.ll
620.omnetpp_s,getPerObjectConfigEntry,_ZNK25SectionBasedConfiguration23getPerObjectConfigEntryEPKcS1_,1.96,620.omnetpp_s/_ZNK25SectionBasedConfiguration23getPerObjectConfigEntryEPKcS1_.ll
620.omnetpp_s,findGateDesc,_ZNK7cModule12findGateDescEPKcRc,1.95,620.omnetpp_s/_ZNK7cModule12findGateDescEPKcRc.ll
620.omnetpp_s,recordWithTimestamp,_ZN10cOutVector19recordWithTimestampE7SimTimeS0_,1.94,620.omnetpp_s/_ZN10cOutVector19recordWithTimestampE7SimTimeS0_.ll
620.omnetpp_s,doOneEvent,_ZN11cSimulation10doOneEventEP13cSimpleModule,1.92,620.omnetpp_s/_ZN11cSimulation10doOneEventEP13cSimpleModule.ll
620.omnetpp_s,doInsert,_ZN12cDefaultList8doInsertEP12cOwnedObject,1.88,620.omnetpp_s/_ZN12cDefaultList8doInsertEP12cOwnedObject.ll
620.omnetpp_s,checkTimeLimits,_ZN9EnvirBase15checkTimeLimitsEv,1.79,620.omnetpp_s/_ZN9EnvirBase15checkTimeLimitsEv.ll
620.omnetpp_s,removeAgedEntriesFromTable,_ZN16MACRelayUnitBase26removeAgedEntriesFromTableEv,1.36,620.omnetpp_s/_ZN16MACRelayUnitBase26removeAgedEntriesFromTableEv.ll
620.omnetpp_s,processReceivedDataFrame,_ZN12EtherMACBase24processReceivedDataFrameEP10EtherFrame,1.31,620.omnetpp_s/_ZN12EtherMACBase24processReceivedDataFrameEP10EtherFrame.ll
620.omnetpp_s,insert,_ZNSt3setIPcN16CommonStringPool7strlessESaIS0_EE6insertERKS0_,1.05,620.omnetpp_s/_ZNSt3setIPcN16CommonStringPool7strlessESaIS0_EE6insertERKS0_.ll
620.omnetpp_s,init,_ZN10cCoroutine4initEjj,1.04,620.omnetpp_s/_ZN10cCoroutine4initEjj.ll
620.omnetpp_s,handleEndIFGPeriod,_ZN12EtherMACBase18handleEndIFGPeriodEv,1.00,620.omnetpp_s/_ZN12EtherMACBase18handleEndIFGPeriodEv.ll
620.omnetpp_s,EtherFrameWithLLC,_ZN17EtherFrameWithLLCC2ERKS_,0.97,620.omnetpp_s/_ZN17EtherFrameWithLLCC2ERKS_.ll
620.omnetpp_s,~cMessage,_ZN8cMessageD0Ev,0.94,620.omnetpp_s/_ZN8cMessageD0Ev.ll
631.deepsjeng_s,search,_Z6searchP7state_tiiiii,29.31,631.deepsjeng_s/_Z6searchP7state_tiiiii.ll
631.deepsjeng_s,qsearch,_Z7qsearchP7state_tiiii,25.56,631.deepsjeng_s/_Z7qsearchP7state_tiiii.ll
631.deepsjeng_s,feval,_Z5fevalP7state_tiP12t_eval_comps,16.79,631.deepsjeng_s/_Z5fevalP7state_tiP12t_eval_comps.ll
631.deepsjeng_s,eval,_Z4evalP7state_tiii,7.23,631.deepsjeng_s/_Z4evalP7state_tiii.ll
631.deepsjeng_s,RookAttacks,_Z11RookAttacksP7state_ti,5.34,631.deepsjeng_s/_Z11RookAttacksP7state_ti.ll
631.deepsjeng_s,order_moves,_ZL11order_movesP7state_tPiS1_ij,4.54,631.deepsjeng_s/_ZL11order_movesP7state_tPiS1_ij.ll
631.deepsjeng_s,BishopAttacks,_Z13BishopAttacksP7state_ti,3.96,631.deepsjeng_s/_Z13BishopAttacksP7state_ti.ll
631.deepsjeng_s,gen,_Z3genP7state_tPi,1.91,631.deepsjeng_s/_Z3genP7state_tPi.ll
631.deepsjeng_s,gen_captures,_Z12gen_capturesP7state_tPi,1.84,631.deepsjeng_s/_Z12gen_capturesP7state_tPi.ll
631.deepsjeng_s,static_pawn_eval,_Z16static_pawn_evalP7state_t,1.00,631.deepsjeng_s/_Z16static_pawn_evalP7state_t.ll
631.deepsjeng_s,gen_good_checks,_Z15gen_good_checksP7state_tPi,0.88,631.deepsjeng_s/_Z15gen_good_checksP7state_tPi.ll
631.deepsjeng_s,gen_quiet,_Z9gen_quietP7state_tPi,0.70,631.deepsjeng_s/_Z9gen_quietP7state_tPi.ll
631.deepsjeng_s,gen_check_blocks,_Z16gen_check_blocksP7state_tPii,0.49,631.deepsjeng_s/_Z16gen_check_blocksP7state_tPii.ll
631.deepsjeng_s,sum_dist,_Z8sum_distii,0.30,631.deepsjeng_s/_Z8sum_distii.ll
631.deepsjeng_s,gen_evasions,_Z12gen_evasionsP7state_tPii,0.13,631.deepsjeng_s/_Z12gen_evasionsP7state_tPii.ll
631.deepsjeng_s,taxicab_dist_bit,_Z16taxicab_dist_bitii,0.03,631.deepsjeng_s/_Z16taxicab_dist_bitii.ll
641.leela_s,play_random_move,_ZN9FastState16play_random_moveEv,12.50,641.leela_s/_ZN9FastState16play_random_moveEv.ll
641.leela_s,get_pattern_fast_augment,_ZN9FastBoard24get_pattern_fast_augmentEi,10.29,641.leela_s/_ZN9FastBoard24get_pattern_fast_augmentEi.ll
641.leela_s,self_atari,_ZN9FastBoard10self_atariEii,9.17,641.leela_s/_ZN9FastBoard10self_atariEii.ll
641.leela_s,randint,_ZN6Random7randintEt,7.66,641.leela_s/_ZN6Random7randintEt.ll
641.leela_s,update_board_fast,_ZN9FastBoard17update_board_fastEii,7.12,641.leela_s/_ZN9FastBoard17update_board_fastEii.ll
641.leela_s,walk_empty_list,_ZN9FastState15walk_empty_listEiib,6.43,641.leela_s/_ZN9FastState15walk_empty_listEiib.ll
641.leela_s,uct_select_child,_ZN7UCTNode16uct_select_childEi,5.90,641.leela_s/_ZN7UCTNode16uct_select_childEi.ll
641.leela_s,no_eye_fill,_ZN9FastBoard11no_eye_fillEi,5.17,641.leela_s/_ZN9FastBoard11no_eye_fillEi.ll
641.leela_s,get_pattern3_augment_spec,_ZN9FastBoard25get_pattern3_augment_specEiib,4.90,641.leela_s/_ZN9FastBoard25get_pattern3_augment_specEiib.ll
641.leela_s,add_neighbour,_ZN9FastBoard13add_neighbourEii,4.41,641.leela_s/_ZN9FastBoard13add_neighbourEii.ll
641.leela_s,fast_ss_suicide,_ZN9FastBoard15fast_ss_suicideEii,4.16,641.leela_s/_ZN9FastBoard15fast_ss_suicideEii.ll
641.leela_s,save_critical_neighbours,_ZN9FastBoard24save_critical_neighboursEiiRN5boost5arrayIiLm24EEERi,3.76,641.leela_s/_ZN9FastBoard24save_critical_neighboursEiiRN5boost5arrayIiLm24EEERi.ll
641.leela_s,kill_neighbours,_ZN9FastBoard15kill_neighboursEiRN5boost5arrayIiLm24EEERi,2.89,641.leela_s/_ZN9FastBoard15kill_neighboursEiRN5boost5arrayIiLm24EEERi.ll
641.leela_s,nbr_criticality,_ZN9FastBoard15nbr_criticalityEii,2.30,641.leela_s/_ZN9FastBoard15nbr_criticalityEii.ll
641.leela_s,run,_ZN7Playout3runER9FastStateb,1.60,641.leela_s/_ZN7Playout3runER9FastStateb.ll
641.leela_s,remove_neighbour,_ZN9FastBoard16remove_neighbourEii,1.52,641.leela_s/_ZN9FastBoard16remove_neighbourEii.ll
641.leela_s,add_string_liberties<3>,_ZN9FastBoard20add_string_libertiesILi3EEEviRN5boost5arrayIiXT_EEERi,1.49,641.leela_s/_ZN9FastBoard20add_string_libertiesILi3EEEviRN5boost5arrayIiXT_EEERi.ll
641.leela_s,get_Rng,_ZN6Random7get_RngEv,1.30,641.leela_s/_ZN6Random7get_RngEv.ll
641.leela_s,update,_ZN6TTable6updateEyPK7UCTNode,1.15,641.leela_s/_ZN6TTable6updateEyPK7UCTNode.ll
641.leela_s,update_board_eye,_ZN9FastBoard16update_board_eyeEii,1.05,641.leela_s/_ZN9FastBoard16update_board_eyeEii.ll
