benchmark,machine,variant,regalloc,gvn_time_s,total_opt_time_s,gvn_pct
538.imagick_r,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.005000,9.295700,0.05
541.leela_r,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,1.068200,0.00
544.nab_r,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.948700,0.00
557.xz_r,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,1.116400,0.00
600.perlbench_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,9.423300,0.00
602.gcc_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,41.800900,0.00
605.mcf_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.213500,0.00
619.lbm_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.057100,0.00
620.omnetpp_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,9.932600,0.00
623.xalancbmk_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,25.999100,0.00
625.x264_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.005000,2.646100,0.19
631.deepsjeng_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.433500,0.00
638.imagick_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.005100,9.221500,0.06
641.leela_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.946800,0.00
644.nab_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.945100,0.00
657.xz_s,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,1.154100,0.00
996.specrand_fs,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.018700,0.00
997.specrand_fr,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.019200,0.00
998.specrand_is,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.019200,0.00
999.specrand_ir,ns3978931,GVNPRE-s1-p0-greedy,greedy,0.000000,0.019100,0.00
500.perlbench_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,9.325100,0.00
502.gcc_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,42.282200,0.00
505.mcf_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.191200,0.00
508.namd_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,4.392800,0.00
510.parest_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,66.860500,0.00
511.povray_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.005000,5.016700,0.10
519.lbm_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.059900,0.00
520.omnetpp_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,9.818000,0.00
523.xalancbmk_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,26.562100,0.00
525.x264_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.005000,2.827700,0.18
526.blender_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.005000,57.939900,0.01
531.deepsjeng_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.490700,0.00
538.imagick_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.005000,9.985800,0.05
541.leela_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.985000,0.00
544.nab_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.981700,0.00
557.xz_r,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,1.147800,0.00
600.perlbench_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,9.351400,0.00
602.gcc_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,42.812600,0.00
605.mcf_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.208000,0.00
619.lbm_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.060100,0.00
620.omnetpp_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,10.508100,0.00
623.xalancbmk_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,26.565500,0.00
625.x264_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.005000,2.819700,0.18
631.deepsjeng_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.489400,0.00
638.imagick_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.005000,9.973400,0.05
641.leela_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.883700,0.00
644.nab_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.953400,0.00
657.xz_s,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,1.112700,0.00
996.specrand_fs,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.021800,0.00
997.specrand_fr,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.019600,0.00
998.specrand_is,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.014700,0.00
999.specrand_ir,ns3978931,GVNPRE-s1-p0-pbqp,pbqp,0.000000,0.019400,0.00
500.perlbench_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,8.381100,0.00
502.gcc_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,39.710900,0.00
505.mcf_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.171500,0.00
508.namd_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,3.298000,0.00
510.parest_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,62.991900,0.00
511.povray_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.006400,4.713000,0.14
519.lbm_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.052400,0.00
520.omnetpp_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,9.680700,0.00
523.xalancbmk_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,25.030900,0.00
525.x264_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.006400,2.506500,0.26
526.blender_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.006200,53.062000,0.01
531.deepsjeng_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.420500,0.00
538.imagick_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.006200,8.367300,0.07
541.leela_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.761200,0.00
544.nab_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.858500,0.00
557.xz_r,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.989700,0.00
600.perlbench_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,8.276400,0.00
602.gcc_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,39.720700,0.00
605.mcf_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.192400,0.00
619.lbm_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.053300,0.00
620.omnetpp_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,9.281500,0.00
623.xalancbmk_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,24.941100,0.00
625.x264_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.006200,2.518200,0.25
631.deepsjeng_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.433900,0.00
638.imagick_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.006400,8.407200,0.08
641.leela_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,1.129500,0.00
644.nab_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.860800,0.00
657.xz_s,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.984500,0.00
996.specrand_fs,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.018700,0.00
997.specrand_fr,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.026900,0.00
998.specrand_is,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.018300,0.00
999.specrand_ir,ns3978931,NewGVN-opt-s1-p0-fast,fast,0.000000,0.018700,0.00
500.perlbench_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,9.241600,0.00
502.gcc_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,41.639600,0.00
505.mcf_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.192000,0.00
508.namd_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,4.427700,0.00
510.parest_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,65.150800,0.00
511.povray_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.006300,4.887600,0.13
519.lbm_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.056500,0.00
520.omnetpp_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,10.355300,0.00
523.xalancbmk_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,25.940800,0.00
525.x264_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.006200,2.683100,0.23
526.blender_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.006400,56.130700,0.01
531.deepsjeng_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.440300,0.00
538.imagick_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.006200,9.216900,0.07
541.leela_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.794200,0.00
544.nab_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.947100,0.00
557.xz_r,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,1.103700,0.00
600.perlbench_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,9.309400,0.00
602.gcc_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,41.442200,0.00
605.mcf_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.198800,0.00
619.lbm_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.056400,0.00
620.omnetpp_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,9.896100,0.00
623.xalancbmk_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,26.031800,0.00
625.x264_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.006200,2.676100,0.23
631.deepsjeng_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.447900,0.00
638.imagick_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.006200,9.198200,0.07
641.leela_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,1.096800,0.00
644.nab_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.948100,0.00
657.xz_s,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,1.090700,0.00
996.specrand_fs,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.019200,0.00
997.specrand_fr,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.019000,0.00
998.specrand_is,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.019300,0.00
999.specrand_ir,ns3978931,NewGVN-opt-s1-p0-greedy,greedy,0.000000,0.019100,0.00
500.perlbench_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,9.386400,0.00
502.gcc_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,42.601100,0.00
505.mcf_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.211300,0.00
508.namd_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,4.311300,0.00
510.parest_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,67.156600,0.00
511.povray_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.006400,5.204800,0.12
519.lbm_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.060200,0.00
520.omnetpp_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,10.371000,0.00
523.xalancbmk_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,26.593700,0.00
525.x264_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.006400,2.786000,0.23
526.blender_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.006400,56.933400,0.01
531.deepsjeng_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.487100,0.00
538.imagick_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.006400,10.006300,0.06
541.leela_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,1.007900,0.00
544.nab_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.968000,0.00
557.xz_r,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,1.197600,0.00
600.perlbench_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,9.339500,0.00
602.gcc_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,42.632800,0.00
605.mcf_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.217400,0.00
619.lbm_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.059500,0.00
620.omnetpp_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,10.051100,0.00
623.xalancbmk_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,26.507100,0.00
625.x264_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.006400,2.810300,0.23
631.deepsjeng_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.462700,0.00
638.imagick_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.006400,9.915800,0.06
641.leela_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,1.043100,0.00
644.nab_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.947400,0.00
657.xz_s,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,1.061500,0.00
996.specrand_fs,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.021700,0.00
997.specrand_fr,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.019400,0.00
998.specrand_is,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.022500,0.00
999.specrand_ir,ns3978931,NewGVN-opt-s1-p0-pbqp,pbqp,0.000000,0.019700,0.00
500.perlbench_r,ns3978931,NoGVN-fast,fast,0.000000,8.381100,0.00
502.gcc_r,ns3978931,NoGVN-fast,fast,0.000000,39.514900,0.00
505.mcf_r,ns3978931,NoGVN-fast,fast,0.000000,0.214400,0.00
508.namd_r,ns3978931,NoGVN-fast,fast,0.000000,3.552400,0.00
510.parest_r,ns3978931,NoGVN-fast,fast,0.000000,62.678200,0.00
511.povray_r,ns3978931,NoGVN-fast,fast,0.000000,4.773900,0.00
519.lbm_r,ns3978931,NoGVN-fast,fast,0.000000,0.053500,0.00
520.omnetpp_r,ns3978931,NoGVN-fast,fast,0.000000,9.572300,0.00
523.xalancbmk_r,ns3978931,NoGVN-fast,fast,0.000000,24.223700,0.00
525.x264_r,ns3978931,NoGVN-fast,fast,0.000000,2.481500,0.00
526.blender_r,ns3978931,NoGVN-fast,fast,0.000000,53.202500,0.00
531.deepsjeng_r,ns3978931,NoGVN-fast,fast,0.000000,0.464400,0.00
538.imagick_r,ns3978931,NoGVN-fast,fast,0.000000,8.469800,0.00
541.leela_r,ns3978931,NoGVN-fast,fast,0.000000,0.949700,0.00
544.nab_r,ns3978931,NoGVN-fast,fast,0.000000,0.878000,0.00
557.xz_r,ns3978931,NoGVN-fast,fast,0.000000,1.055500,0.00
600.perlbench_s,ns3978931,NoGVN-fast,fast,0.000000,8.308600,0.00
602.gcc_s,ns3978931,NoGVN-fast,fast,0.000000,39.614100,0.00
605.mcf_s,ns3978931,NoGVN-fast,fast,0.000000,0.231600,0.00
619.lbm_s,ns3978931,NoGVN-fast,fast,0.000000,0.053400,0.00
620.omnetpp_s,ns3978931,NoGVN-fast,fast,0.000000,9.235500,0.00
623.xalancbmk_s,ns3978931,NoGVN-fast,fast,0.000000,24.398500,0.00
625.x264_s,ns3978931,NoGVN-fast,fast,0.000000,2.546500,0.00
631.deepsjeng_s,ns3978931,NoGVN-fast,fast,0.000000,0.417100,0.00
638.imagick_s,ns3978931,NoGVN-fast,fast,0.000000,8.442300,0.00
641.leela_s,ns3978931,NoGVN-fast,fast,0.000000,0.762900,0.00
644.nab_s,ns3978931,NoGVN-fast,fast,0.000000,0.878200,0.00
657.xz_s,ns3978931,NoGVN-fast,fast,0.000000,1.035600,0.00
996.specrand_fs,ns3978931,NoGVN-fast,fast,0.000000,0.021000,0.00
997.specrand_fr,ns3978931,NoGVN-fast,fast,0.000000,0.018400,0.00
998.specrand_is,ns3978931,NoGVN-fast,fast,0.000000,0.018800,0.00
999.specrand_ir,ns3978931,NoGVN-fast,fast,0.000000,0.018400,0.00
500.perlbench_r,ns3978931,NoGVN-greedy,greedy,0.000000,9.322800,0.00
502.gcc_r,ns3978931,NoGVN-greedy,greedy,0.000000,42.183900,0.00
505.mcf_r,ns3978931,NoGVN-greedy,greedy,0.000000,0.202100,0.00
508.namd_r,ns3978931,NoGVN-greedy,greedy,0.000000,4.441600,0.00
510.parest_r,ns3978931,NoGVN-greedy,greedy,0.000000,65.351600,0.00
511.povray_r,ns3978931,NoGVN-greedy,greedy,0.000000,5.063800,0.00
519.lbm_r,ns3978931,NoGVN-greedy,greedy,0.000000,0.056200,0.00
520.omnetpp_r,ns3978931,NoGVN-greedy,greedy,0.000000,9.298500,0.00
523.xalancbmk_r,ns3978931,NoGVN-greedy,greedy,0.000000,25.530000,0.00
525.x264_r,ns3978931,NoGVN-greedy,greedy,0.000000,2.657200,0.00
526.blender_r,ns3978931,NoGVN-greedy,greedy,0.000000,56.023000,0.00
531.deepsjeng_r,ns3978931,NoGVN-greedy,greedy,0.000000,0.479700,0.00
538.imagick_r,ns3978931,NoGVN-greedy,greedy,0.000000,9.278000,0.00
541.leela_r,ns3978931,NoGVN-greedy,greedy,0.000000,0.803800,0.00
544.nab_r,ns3978931,NoGVN-greedy,greedy,0.000000,0.927300,0.00
557.xz_r,ns3978931,NoGVN-greedy,greedy,0.000000,1.058800,0.00
600.perlbench_s,ns3978931,NoGVN-greedy,greedy,0.000000,9.306800,0.00
602.gcc_s,ns3978931,NoGVN-greedy,greedy,0.000000,41.706200,0.00
605.mcf_s,ns3978931,NoGVN-greedy,greedy,0.000000,0.203900,0.00
619.lbm_s,ns3978931,NoGVN-greedy,greedy,0.000000,0.056700,0.00
620.omnetpp_s,ns3978931,NoGVN-greedy,greedy,0.000000,9.405100,0.00
623.xalancbmk_s,ns3978931,NoGVN-greedy,greedy,0.000000,26.551400,0.00
625.x264_s,ns3978931,NoGVN-greedy,greedy,0.000000,2.631900,0.00
631.deepsjeng_s,ns3978931,NoGVN-greedy,greedy,0.000000,0.449600,0.00
638.imagick_s,ns3978931,NoGVN-greedy,greedy,0.000000,9.283000,0.00
641.leela_s,ns3978931,NoGVN-greedy,greedy,0.000000,0.968100,0.00
644.nab_s,ns3978931,NoGVN-greedy,greedy,0.000000,0.934100,0.00
657.xz_s,ns3978931,NoGVN-greedy,greedy,0.000000,1.072200,0.00
996.specrand_fs,ns3978931,NoGVN-greedy,greedy,0.000000,0.019100,0.00
997.specrand_fr,ns3978931,NoGVN-greedy,greedy,0.000000,0.019100,0.00
998.specrand_is,ns3978931,NoGVN-greedy,greedy,0.000000,0.019000,0.00
999.specrand_ir,ns3978931,NoGVN-greedy,greedy,0.000000,0.018900,0.00
500.perlbench_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,9.207400,0.00
502.gcc_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,42.764900,0.00
505.mcf_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.226400,0.00
508.namd_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,4.201700,0.00
510.parest_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,69.468300,0.00
511.povray_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,4.995700,0.00
519.lbm_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.065600,0.00
520.omnetpp_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,9.634400,0.00
523.xalancbmk_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,26.500500,0.00
525.x264_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,2.747300,0.00
526.blender_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,57.578700,0.00
531.deepsjeng_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.483600,0.00
538.imagick_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,9.950900,0.00
541.leela_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.826200,0.00
544.nab_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.961400,0.00
557.xz_r,ns3978931,NoGVN-pbqp,pbqp,0.000000,1.112800,0.00
600.perlbench_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,9.298400,0.00
602.gcc_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,42.508600,0.00
605.mcf_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.192500,0.00
619.lbm_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.060100,0.00
620.omnetpp_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,10.194800,0.00
623.xalancbmk_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,26.535800,0.00
625.x264_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,2.773400,0.00
631.deepsjeng_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.458300,0.00
638.imagick_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,9.882000,0.00
641.leela_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,1.161500,0.00
644.nab_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.978100,0.00
657.xz_s,ns3978931,NoGVN-pbqp,pbqp,0.000000,1.092200,0.00
996.specrand_fs,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.019300,0.00
997.specrand_fr,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.019200,0.00
998.specrand_is,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.019400,0.00
999.specrand_ir,ns3978931,NoGVN-pbqp,pbqp,0.000000,0.021900,0.00
