benchmark,machine,gvn_base,simpl,pre,assumption,regalloc,metric,value,run_id,passed
602.gcc_s,ln02,NoGVN,,,,greedy,size..text,7367516,2,PASS
544.nab_r,ln02,NoGVN,,,,greedy,exec_time,1617.9116,2,PASS
544.nab_r,ln02,NoGVN,,,,greedy,compile_time,4.9578999999999995,2,PASS
544.nab_r,ln02,NoGVN,,,,greedy,size..text,164612,2,PASS
600.perlbench_s,ln02,NoGVN,,,,greedy,exec_time,1580.6053,2,PASS
600.perlbench_s,ln02,NoGVN,,,,greedy,compile_time,52.064000000000014,2,PASS
600.perlbench_s,ln02,NoGVN,,,,greedy,size..text,1684772,2,PASS
500.perlbench_r,ln02,NoGVN,,,,greedy,exec_time,1580.4192,2,PASS
500.perlbench_r,ln02,NoGVN,,,,greedy,compile_time,51.668999999999976,2,PASS
500.perlbench_r,ln02,NoGVN,,,,greedy,size..text,1684772,2,PASS
620.omnetpp_s,ln02,NoGVN,,,,greedy,exec_time,1435.2003,2,PASS
620.omnetpp_s,ln02,NoGVN,,,,greedy,compile_time,121.40649999999997,2,PASS
620.omnetpp_s,ln02,NoGVN,,,,greedy,size..text,1276820,2,PASS
520.omnetpp_r,ln02,NoGVN,,,,greedy,exec_time,1431.8224,2,PASS
520.omnetpp_r,ln02,NoGVN,,,,greedy,compile_time,121.97560000000006,2,PASS
520.omnetpp_r,ln02,NoGVN,,,,greedy,size..text,1276820,2,PASS
538.imagick_r,ln02,NoGVN,,,,greedy,exec_time,1424.5095,2,PASS
538.imagick_r,ln02,NoGVN,,,,greedy,compile_time,42.8598,2,PASS
538.imagick_r,ln02,NoGVN,,,,greedy,size..text,1471156,2,PASS
541.leela_r,ln02,NoGVN,,,,greedy,exec_time,1226.7287,2,PASS
541.leela_r,ln02,NoGVN,,,,greedy,compile_time,13.992300000000002,2,PASS
541.leela_r,ln02,NoGVN,,,,greedy,size..text,115700,2,PASS
641.leela_s,ln02,NoGVN,,,,greedy,exec_time,1226.8986,2,PASS
641.leela_s,ln02,NoGVN,,,,greedy,compile_time,14.064999999999998,2,PASS
641.leela_s,ln02,NoGVN,,,,greedy,size..text,115700,2,PASS
526.blender_r,ln02,NoGVN,,,,greedy,exec_time,1020.2722,2,PASS
526.blender_r,ln02,NoGVN,,,,greedy,compile_time,319.4944,2,PASS
526.blender_r,ln02,NoGVN,,,,greedy,size..text,7851760,2,PASS
557.xz_r,ln02,NoGVN,,,,greedy,exec_time,1040.3079,2,PASS
557.xz_r,ln02,NoGVN,,,,greedy,compile_time,6.4556000000000004,2,PASS
557.xz_r,ln02,NoGVN,,,,greedy,size..text,123828,2,PASS
631.deepsjeng_s,ln02,NoGVN,,,,greedy,exec_time,1040.6932,2,PASS
631.deepsjeng_s,ln02,NoGVN,,,,greedy,compile_time,3.0056000000000003,2,PASS
631.deepsjeng_s,ln02,NoGVN,,,,greedy,size..text,72948,2,PASS
623.xalancbmk_s,ln02,NoGVN,,,,greedy,exec_time,993.4441,2,PASS
623.xalancbmk_s,ln02,NoGVN,,,,greedy,compile_time,269.7140999999997,2,PASS
623.xalancbmk_s,ln02,NoGVN,,,,greedy,size..text,2909508,2,PASS
523.xalancbmk_r,ln02,NoGVN,,,,greedy,exec_time,992.6529,2,PASS
523.xalancbmk_r,ln02,NoGVN,,,,greedy,compile_time,269.43779999999964,2,PASS
523.xalancbmk_r,ln02,NoGVN,,,,greedy,size..text,2909508,2,PASS
505.mcf_r,ln02,NoGVN,,,,greedy,exec_time,930.3941,2,PASS
505.mcf_r,ln02,NoGVN,,,,greedy,compile_time,1.1056,2,PASS
505.mcf_r,ln02,NoGVN,,,,greedy,size..text,22644,2,PASS
531.deepsjeng_r,ln02,NoGVN,,,,greedy,exec_time,892.158,2,PASS
531.deepsjeng_r,ln02,NoGVN,,,,greedy,compile_time,2.9602,2,PASS
531.deepsjeng_r,ln02,NoGVN,,,,greedy,size..text,72948,2,PASS
502.gcc_r,ln02,NoGVN,,,,greedy,exec_time,872.1868,2,PASS
502.gcc_r,ln02,NoGVN,,,,greedy,compile_time,261.5802000000001,2,PASS
502.gcc_r,ln02,NoGVN,,,,greedy,size..text,7367516,2,PASS
519.lbm_r,ln02,NoGVN,,,,greedy,exec_time,762.4708,2,PASS
519.lbm_r,ln02,NoGVN,,,,greedy,compile_time,0.3405,2,PASS
519.lbm_r,ln02,NoGVN,,,,greedy,size..text,9356,2,PASS
625.x264_s,ln02,NoGVN,,,,greedy,exec_time,674.8386,2,PASS
625.x264_s,ln02,NoGVN,,,,greedy,compile_time,8.039800000000003,2,PASS
625.x264_s,ln02,NoGVN,,,,greedy,size..text,464436,2,PASS
525.x264_r,ln02,NoGVN,,,,greedy,exec_time,674.6214,2,PASS
525.x264_r,ln02,NoGVN,,,,greedy,compile_time,8.041399999999998,2,PASS
525.x264_r,ln02,NoGVN,,,,greedy,size..text,464436,2,PASS
508.namd_r,ln02,NoGVN,,,,greedy,exec_time,614.2426,2,PASS
508.namd_r,ln02,NoGVN,,,,greedy,compile_time,22.218700000000002,2,PASS
508.namd_r,ln02,NoGVN,,,,greedy,size..text,582788,2,PASS
998.specrand_is,ln02,NoGVN,,,,greedy,exec_time,0.2116,2,PASS
998.specrand_is,ln02,NoGVN,,,,greedy,compile_time,0.0969,2,PASS
998.specrand_is,ln02,NoGVN,,,,greedy,size..text,2268,2,PASS
996.specrand_fs,ln02,NoGVN,,,,greedy,exec_time,0.2069,2,PASS
996.specrand_fs,ln02,NoGVN,,,,greedy,compile_time,0.0937,2,PASS
996.specrand_fs,ln02,NoGVN,,,,greedy,size..text,2268,2,PASS
999.specrand_ir,ln02,NoGVN,,,,greedy,exec_time,0.217,2,PASS
999.specrand_ir,ln02,NoGVN,,,,greedy,compile_time,0.0921,2,PASS
999.specrand_ir,ln02,NoGVN,,,,greedy,size..text,2268,2,PASS
997.specrand_fr,ln02,NoGVN,,,,greedy,exec_time,0.1875,2,PASS
997.specrand_fr,ln02,NoGVN,,,,greedy,compile_time,0.0928,2,PASS
997.specrand_fr,ln02,NoGVN,,,,greedy,size..text,2268,2,PASS
508.namd_r,ln02,NoGVN,,,,greedy,exec_time,614.3103,0,PASS
508.namd_r,ln02,NoGVN,,,,greedy,compile_time,22.218700000000002,0,PASS
508.namd_r,ln02,NoGVN,,,,greedy,size..text,582788,0,PASS
510.parest_r,ln02,NoGVN,,,,greedy,exec_time,2086.6806,0,PASS
510.parest_r,ln02,NoGVN,,,,greedy,compile_time,532.2557999999999,0,PASS
510.parest_r,ln02,NoGVN,,,,greedy,size..text,7292564,0,PASS
511.povray_r,ln02,NoGVN,,,,greedy,exec_time,2087.2429,0,PASS
511.povray_r,ln02,NoGVN,,,,greedy,compile_time,32.7582,0,PASS
511.povray_r,ln02,NoGVN,,,,greedy,size..text,750668,0,PASS
519.lbm_r,ln02,NoGVN,,,,greedy,exec_time,762.6738,0,PASS
519.lbm_r,ln02,NoGVN,,,,greedy,compile_time,0.3405,0,PASS
519.lbm_r,ln02,NoGVN,,,,greedy,size..text,9356,0,PASS
526.blender_r,ln02,NoGVN,,,,greedy,exec_time,1020.4901,0,PASS
526.blender_r,ln02,NoGVN,,,,greedy,compile_time,319.4944,0,PASS
526.blender_r,ln02,NoGVN,,,,greedy,size..text,7851760,0,PASS
538.imagick_r,ln02,NoGVN,,,,greedy,exec_time,1424.433,0,PASS
538.imagick_r,ln02,NoGVN,,,,greedy,compile_time,42.8598,0,PASS
538.imagick_r,ln02,NoGVN,,,,greedy,size..text,1471156,0,PASS
544.nab_r,ln02,NoGVN,,,,greedy,exec_time,1617.7951,0,PASS
544.nab_r,ln02,NoGVN,,,,greedy,compile_time,4.9578999999999995,0,PASS
544.nab_r,ln02,NoGVN,,,,greedy,size..text,164612,0,PASS
997.specrand_fr,ln02,NoGVN,,,,greedy,exec_time,0.2068,0,PASS
997.specrand_fr,ln02,NoGVN,,,,greedy,compile_time,0.0928,0,PASS
997.specrand_fr,ln02,NoGVN,,,,greedy,size..text,2268,0,PASS
619.lbm_s,ln02,NoGVN,,,,greedy,exec_time,2436.8268,0,PASS
619.lbm_s,ln02,NoGVN,,,,greedy,compile_time,0.38160000000000005,0,PASS
619.lbm_s,ln02,NoGVN,,,,greedy,size..text,9388,0,PASS
996.specrand_fs,ln02,NoGVN,,,,greedy,exec_time,0.2063,0,PASS
996.specrand_fs,ln02,NoGVN,,,,greedy,compile_time,0.0937,0,PASS
996.specrand_fs,ln02,NoGVN,,,,greedy,size..text,2268,0,PASS
500.perlbench_r,ln02,NoGVN,,,,greedy,exec_time,1580.0372000000002,0,PASS
500.perlbench_r,ln02,NoGVN,,,,greedy,compile_time,51.668999999999976,0,PASS
500.perlbench_r,ln02,NoGVN,,,,greedy,size..text,1684772,0,PASS
502.gcc_r,ln02,NoGVN,,,,greedy,exec_time,871.6839,0,PASS
502.gcc_r,ln02,NoGVN,,,,greedy,compile_time,261.5802000000001,0,PASS
502.gcc_r,ln02,NoGVN,,,,greedy,size..text,7367516,0,PASS
505.mcf_r,ln02,NoGVN,,,,greedy,exec_time,930.2078,0,PASS
505.mcf_r,ln02,NoGVN,,,,greedy,compile_time,1.1056,0,PASS
505.mcf_r,ln02,NoGVN,,,,greedy,size..text,22644,0,PASS
520.omnetpp_r,ln02,NoGVN,,,,greedy,exec_time,1431.6365,0,PASS
520.omnetpp_r,ln02,NoGVN,,,,greedy,compile_time,121.97560000000006,0,PASS
520.omnetpp_r,ln02,NoGVN,,,,greedy,size..text,1276820,0,PASS
523.xalancbmk_r,ln02,NoGVN,,,,greedy,exec_time,993.2466,0,PASS
523.xalancbmk_r,ln02,NoGVN,,,,greedy,compile_time,269.43779999999964,0,PASS
523.xalancbmk_r,ln02,NoGVN,,,,greedy,size..text,2909508,0,PASS
525.x264_r,ln02,NoGVN,,,,greedy,exec_time,674.8795,0,PASS
525.x264_r,ln02,NoGVN,,,,greedy,compile_time,8.041399999999998,0,PASS
525.x264_r,ln02,NoGVN,,,,greedy,size..text,464436,0,PASS
531.deepsjeng_r,ln02,NoGVN,,,,greedy,exec_time,892.0902,0,PASS
531.deepsjeng_r,ln02,NoGVN,,,,greedy,compile_time,2.9602,0,PASS
531.deepsjeng_r,ln02,NoGVN,,,,greedy,size..text,72948,0,PASS
541.leela_r,ln02,NoGVN,,,,greedy,exec_time,1226.675,0,PASS
541.leela_r,ln02,NoGVN,,,,greedy,compile_time,13.992300000000002,0,PASS
541.leela_r,ln02,NoGVN,,,,greedy,size..text,115700,0,PASS
557.xz_r,ln02,NoGVN,,,,greedy,exec_time,1040.287,0,PASS
557.xz_r,ln02,NoGVN,,,,greedy,compile_time,6.4556000000000004,0,PASS
557.xz_r,ln02,NoGVN,,,,greedy,size..text,123828,0,PASS
999.specrand_ir,ln02,NoGVN,,,,greedy,exec_time,0.2167,0,PASS
999.specrand_ir,ln02,NoGVN,,,,greedy,compile_time,0.0921,0,PASS
999.specrand_ir,ln02,NoGVN,,,,greedy,size..text,2268,0,PASS
600.perlbench_s,ln02,NoGVN,,,,greedy,exec_time,1579.8211999999999,0,PASS
600.perlbench_s,ln02,NoGVN,,,,greedy,compile_time,52.064000000000014,0,PASS
600.perlbench_s,ln02,NoGVN,,,,greedy,size..text,1684772,0,PASS
602.gcc_s,ln02,NoGVN,,,,greedy,exec_time,1633.0008,0,PASS
602.gcc_s,ln02,NoGVN,,,,greedy,compile_time,255.68370000000004,0,PASS
602.gcc_s,ln02,NoGVN,,,,greedy,size..text,7367516,0,PASS
605.mcf_s,ln02,NoGVN,,,,greedy,exec_time,1809.3923,0,PASS
605.mcf_s,ln02,NoGVN,,,,greedy,compile_time,1.1068,0,PASS
605.mcf_s,ln02,NoGVN,,,,greedy,size..text,22644,0,PASS
620.omnetpp_s,ln02,NoGVN,,,,greedy,exec_time,1435.3886,0,PASS
620.omnetpp_s,ln02,NoGVN,,,,greedy,compile_time,121.40649999999997,0,PASS
620.omnetpp_s,ln02,NoGVN,,,,greedy,size..text,1276820,0,PASS
623.xalancbmk_s,ln02,NoGVN,,,,greedy,exec_time,993.9748,0,PASS
623.xalancbmk_s,ln02,NoGVN,,,,greedy,compile_time,269.7140999999997,0,PASS
623.xalancbmk_s,ln02,NoGVN,,,,greedy,size..text,2909508,0,PASS
625.x264_s,ln02,NoGVN,,,,greedy,exec_time,674.9783,0,PASS
625.x264_s,ln02,NoGVN,,,,greedy,compile_time,8.039800000000003,0,PASS
625.x264_s,ln02,NoGVN,,,,greedy,size..text,464436,0,PASS
631.deepsjeng_s,ln02,NoGVN,,,,greedy,exec_time,1046.6109,0,PASS
631.deepsjeng_s,ln02,NoGVN,,,,greedy,compile_time,3.0056000000000003,0,PASS
631.deepsjeng_s,ln02,NoGVN,,,,greedy,size..text,72948,0,PASS
641.leela_s,ln02,NoGVN,,,,greedy,exec_time,1226.8917,0,PASS
641.leela_s,ln02,NoGVN,,,,greedy,compile_time,14.064999999999998,0,PASS
641.leela_s,ln02,NoGVN,,,,greedy,size..text,115700,0,PASS
657.xz_s,ln02,NoGVN,,,,greedy,exec_time,7069.5776000000005,0,PASS
657.xz_s,ln02,NoGVN,,,,greedy,compile_time,6.4678,0,PASS
657.xz_s,ln02,NoGVN,,,,greedy,size..text,123828,0,PASS
998.specrand_is,ln02,NoGVN,,,,greedy,exec_time,0.2062,0,PASS
998.specrand_is,ln02,NoGVN,,,,greedy,compile_time,0.0969,0,PASS
998.specrand_is,ln02,NoGVN,,,,greedy,size..text,2268,0,PASS
657.xz_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,7185.2282,2,PASS
657.xz_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,6.894,2,PASS
657.xz_s,ln02,NewGVN,1,0,opt,pbqp,size..text,126596,2,PASS
619.lbm_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,2458.4347,2,PASS
619.lbm_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,0.4115,2,PASS
619.lbm_s,ln02,NewGVN,1,0,opt,pbqp,size..text,9404,2,PASS
511.povray_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,2232.1784,2,PASS
511.povray_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,35.163700000000006,2,PASS
511.povray_r,ln02,NewGVN,1,0,opt,pbqp,size..text,762156,2,PASS
510.parest_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,2092.3535,2,PASS
510.parest_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,553.0731000000002,2,PASS
510.parest_r,ln02,NewGVN,1,0,opt,pbqp,size..text,7356340,2,PASS
538.imagick_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,1770.1792,2,PASS
538.imagick_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,46.873300000000015,2,PASS
538.imagick_r,ln02,NewGVN,1,0,opt,pbqp,size..text,1494516,2,PASS
602.gcc_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,1640.975,2,PASS
602.gcc_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,274.39040000000017,2,PASS
602.gcc_s,ln02,NewGVN,1,0,opt,pbqp,size..text,7211724,2,PASS
544.nab_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,1645.1835,2,PASS
544.nab_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,5.3818,2,PASS
544.nab_r,ln02,NewGVN,1,0,opt,pbqp,size..text,166220,2,PASS
605.mcf_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,1628.2601,2,PASS
605.mcf_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,1.1638,2,PASS
605.mcf_s,ln02,NewGVN,1,0,opt,pbqp,size..text,23388,2,PASS
500.perlbench_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,1551.5712,2,PASS
500.perlbench_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,54.814400000000006,2,PASS
500.perlbench_r,ln02,NewGVN,1,0,opt,pbqp,size..text,1702268,2,PASS
600.perlbench_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,1551.9959000000001,2,PASS
600.perlbench_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,54.94629999999999,2,PASS
600.perlbench_s,ln02,NewGVN,1,0,opt,pbqp,size..text,1702268,2,PASS
520.omnetpp_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,1446.7474,2,PASS
520.omnetpp_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,125.3084,2,PASS
520.omnetpp_r,ln02,NewGVN,1,0,opt,pbqp,size..text,1295620,2,PASS
620.omnetpp_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,1431.1045,2,PASS
620.omnetpp_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,125.62550000000003,2,PASS
620.omnetpp_s,ln02,NewGVN,1,0,opt,pbqp,size..text,1295620,2,PASS
641.leela_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,1262.8896,2,PASS
641.leela_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,14.6789,2,PASS
641.leela_s,ln02,NewGVN,1,0,opt,pbqp,size..text,118092,2,PASS
541.leela_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,1262.8384,2,PASS
541.leela_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,14.469300000000002,2,PASS
541.leela_r,ln02,NewGVN,1,0,opt,pbqp,size..text,118092,2,PASS
631.deepsjeng_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,1079.1985,2,PASS
631.deepsjeng_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,3.1161999999999996,2,PASS
631.deepsjeng_s,ln02,NewGVN,1,0,opt,pbqp,size..text,72804,2,PASS
557.xz_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,1060.7475,2,PASS
557.xz_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,6.819800000000002,2,PASS
557.xz_r,ln02,NewGVN,1,0,opt,pbqp,size..text,126596,2,PASS
526.blender_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,1033.5697,2,PASS
526.blender_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,341.8877999999999,2,PASS
526.blender_r,ln02,NewGVN,1,0,opt,pbqp,size..text,7962592,2,PASS
523.xalancbmk_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,926.0256,2,PASS
523.xalancbmk_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,278.75570000000033,2,PASS
523.xalancbmk_r,ln02,NewGVN,1,0,opt,pbqp,size..text,2949468,2,PASS
623.xalancbmk_s,ln02,NewGVN,1,0,opt,pbqp,exec_time,928.8366,2,PASS
623.xalancbmk_s,ln02,NewGVN,1,0,opt,pbqp,compile_time,278.9646000000001,2,PASS
623.xalancbmk_s,ln02,NewGVN,1,0,opt,pbqp,size..text,2949468,2,PASS
531.deepsjeng_r,ln02,NewGVN,1,0,opt,pbqp,exec_time,924.7969,2,PASS
531.deepsjeng_r,ln02,NewGVN,1,0,opt,pbqp,compile_time,3.113399999999999,2,PASS
