benchmark,machine,gvn_base,simpl,pre,assumption,regalloc,metric,value,run_id,passed
500.perlbench_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,677.8188,1,PASS
500.perlbench_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,171.66559999999998,1,PASS
500.perlbench_r,legendre,NewGVN,1,0,opt,pbqp,size..text,1711388,1,PASS
541.leela_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,622.6044,1,PASS
541.leela_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,50.59189999999999,1,PASS
541.leela_r,legendre,NewGVN,1,0,opt,pbqp,size..text,134518,1,PASS
641.leela_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,623.0762,1,PASS
641.leela_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,50.69570000000001,1,PASS
641.leela_s,legendre,NewGVN,1,0,opt,pbqp,size..text,134518,1,PASS
631.deepsjeng_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,549.5508,1,PASS
631.deepsjeng_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,10.8715,1,PASS
631.deepsjeng_s,legendre,NewGVN,1,0,opt,pbqp,size..text,77926,1,PASS
510.parest_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,595.2391,1,PASS
510.parest_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,1976.2328999999988,1,PASS
510.parest_r,legendre,NewGVN,1,0,opt,pbqp,size..text,8903105,1,PASS
505.mcf_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,567.3851,1,PASS
505.mcf_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,3.7624000000000004,1,PASS
505.mcf_r,legendre,NewGVN,1,0,opt,pbqp,size..text,28376,1,PASS
620.omnetpp_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,546.0429,1,PASS
620.omnetpp_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,461.2140999999999,1,PASS
620.omnetpp_s,legendre,NewGVN,1,0,opt,pbqp,size..text,1294743,1,PASS
520.omnetpp_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,542.6658,1,PASS
520.omnetpp_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,468.7642999999998,1,PASS
520.omnetpp_r,legendre,NewGVN,1,0,opt,pbqp,size..text,1294743,1,PASS
557.xz_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,512.4786,1,PASS
557.xz_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,20.89330000000001,1,PASS
557.xz_r,legendre,NewGVN,1,0,opt,pbqp,size..text,135928,1,PASS
531.deepsjeng_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,454.8934,1,PASS
531.deepsjeng_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,10.780599999999998,1,PASS
531.deepsjeng_r,legendre,NewGVN,1,0,opt,pbqp,size..text,77926,1,PASS
623.xalancbmk_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,436.5088,1,PASS
623.xalancbmk_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,927.5809999999993,1,PASS
623.xalancbmk_s,legendre,NewGVN,1,0,opt,pbqp,size..text,2992613,1,PASS
523.xalancbmk_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,439.1354,1,PASS
523.xalancbmk_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,941.3145000000002,1,PASS
523.xalancbmk_r,legendre,NewGVN,1,0,opt,pbqp,size..text,2992613,1,PASS
526.blender_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,435.7134,1,PASS
526.blender_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,1178.4320000000027,1,PASS
526.blender_r,legendre,NewGVN,1,0,opt,pbqp,size..text,8976808,1,PASS
502.gcc_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,404.32599999999996,1,PASS
502.gcc_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,944.1991999999995,1,PASS
502.gcc_r,legendre,NewGVN,1,0,opt,pbqp,size..text,7029316,1,PASS
508.namd_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,393.3681,1,PASS
508.namd_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,72.9467,1,PASS
508.namd_r,legendre,NewGVN,1,0,opt,pbqp,size..text,980585,1,PASS
525.x264_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,288.1876,1,PASS
525.x264_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,54.1153,1,PASS
525.x264_r,legendre,NewGVN,1,0,opt,pbqp,size..text,559520,1,PASS
625.x264_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,287.4474,1,PASS
625.x264_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,53.02250000000001,1,PASS
625.x264_s,legendre,NewGVN,1,0,opt,pbqp,size..text,559520,1,PASS
999.specrand_ir,legendre,NewGVN,1,0,opt,pbqp,exec_time,0.0835,1,PASS
999.specrand_ir,legendre,NewGVN,1,0,opt,pbqp,compile_time,0.2713,1,PASS
999.specrand_ir,legendre,NewGVN,1,0,opt,pbqp,size..text,2326,1,PASS
996.specrand_fs,legendre,NewGVN,1,0,opt,pbqp,exec_time,0.0806,1,PASS
996.specrand_fs,legendre,NewGVN,1,0,opt,pbqp,compile_time,0.22899999999999998,1,PASS
996.specrand_fs,legendre,NewGVN,1,0,opt,pbqp,size..text,2326,1,PASS
998.specrand_is,legendre,NewGVN,1,0,opt,pbqp,exec_time,0.0772,1,PASS
998.specrand_is,legendre,NewGVN,1,0,opt,pbqp,compile_time,0.2706,1,PASS
998.specrand_is,legendre,NewGVN,1,0,opt,pbqp,size..text,2326,1,PASS
997.specrand_fr,legendre,NewGVN,1,0,opt,pbqp,exec_time,0.0808,1,PASS
997.specrand_fr,legendre,NewGVN,1,0,opt,pbqp,compile_time,0.2901,1,PASS
997.specrand_fr,legendre,NewGVN,1,0,opt,pbqp,size..text,2326,1,PASS
619.lbm_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,3480.7753,2,PASS
619.lbm_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,1.3807,2,PASS
619.lbm_s,legendre,NewGVN,1,0,opt,pbqp,size..text,16835,2,PASS
657.xz_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,3323.6571999999996,2,PASS
657.xz_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,20.75289999999999,2,PASS
657.xz_s,legendre,NewGVN,1,0,opt,pbqp,size..text,135928,2,PASS
605.mcf_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,1110.5661,2,PASS
605.mcf_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,3.7742,2,PASS
605.mcf_s,legendre,NewGVN,1,0,opt,pbqp,size..text,28376,2,PASS
544.nab_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,886.4279,2,PASS
544.nab_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,16.501,2,PASS
544.nab_r,legendre,NewGVN,1,0,opt,pbqp,size..text,202328,2,PASS
511.povray_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,846.9226,2,PASS
511.povray_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,123.17669999999998,2,PASS
511.povray_r,legendre,NewGVN,1,0,opt,pbqp,size..text,966308,2,PASS
538.imagick_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,793.3124,2,PASS
538.imagick_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,171.62559999999996,2,PASS
538.imagick_r,legendre,NewGVN,1,0,opt,pbqp,size..text,1810809,2,PASS
602.gcc_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,742.9222,2,PASS
602.gcc_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,939.9176999999999,2,PASS
602.gcc_s,legendre,NewGVN,1,0,opt,pbqp,size..text,7029316,2,PASS
519.lbm_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,688.41,2,PASS
519.lbm_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,1.3809,2,PASS
519.lbm_r,legendre,NewGVN,1,0,opt,pbqp,size..text,16787,2,PASS
600.perlbench_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,681.4291000000001,2,PASS
600.perlbench_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,169.71580000000003,2,PASS
600.perlbench_s,legendre,NewGVN,1,0,opt,pbqp,size..text,1711388,2,PASS
500.perlbench_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,678.7212,2,PASS
500.perlbench_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,171.66559999999998,2,PASS
500.perlbench_r,legendre,NewGVN,1,0,opt,pbqp,size..text,1711388,2,PASS
641.leela_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,625.0725,2,PASS
641.leela_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,50.69570000000001,2,PASS
641.leela_s,legendre,NewGVN,1,0,opt,pbqp,size..text,134518,2,PASS
541.leela_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,623.3855,2,PASS
541.leela_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,50.59189999999999,2,PASS
541.leela_r,legendre,NewGVN,1,0,opt,pbqp,size..text,134518,2,PASS
510.parest_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,595.4538,2,PASS
510.parest_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,1976.2328999999988,2,PASS
510.parest_r,legendre,NewGVN,1,0,opt,pbqp,size..text,8903105,2,PASS
505.mcf_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,567.1893,2,PASS
505.mcf_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,3.7624000000000004,2,PASS
505.mcf_r,legendre,NewGVN,1,0,opt,pbqp,size..text,28376,2,PASS
631.deepsjeng_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,548.6179,2,PASS
631.deepsjeng_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,10.8715,2,PASS
631.deepsjeng_s,legendre,NewGVN,1,0,opt,pbqp,size..text,77926,2,PASS
620.omnetpp_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,547.7222,2,PASS
620.omnetpp_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,461.2140999999999,2,PASS
620.omnetpp_s,legendre,NewGVN,1,0,opt,pbqp,size..text,1294743,2,PASS
520.omnetpp_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,549.3929,2,PASS
520.omnetpp_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,468.7642999999998,2,PASS
520.omnetpp_r,legendre,NewGVN,1,0,opt,pbqp,size..text,1294743,2,PASS
557.xz_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,512.6802,2,PASS
557.xz_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,20.89330000000001,2,PASS
557.xz_r,legendre,NewGVN,1,0,opt,pbqp,size..text,135928,2,PASS
531.deepsjeng_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,454.6115,2,PASS
531.deepsjeng_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,10.780599999999998,2,PASS
531.deepsjeng_r,legendre,NewGVN,1,0,opt,pbqp,size..text,77926,2,PASS
523.xalancbmk_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,436.717,2,PASS
523.xalancbmk_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,941.3145000000002,2,PASS
523.xalancbmk_r,legendre,NewGVN,1,0,opt,pbqp,size..text,2992613,2,PASS
623.xalancbmk_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,436.5639,2,PASS
623.xalancbmk_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,927.5809999999993,2,PASS
623.xalancbmk_s,legendre,NewGVN,1,0,opt,pbqp,size..text,2992613,2,PASS
526.blender_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,435.347,2,PASS
526.blender_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,1178.4320000000027,2,PASS
526.blender_r,legendre,NewGVN,1,0,opt,pbqp,size..text,8976808,2,PASS
502.gcc_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,403.8707,2,PASS
502.gcc_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,944.1991999999995,2,PASS
502.gcc_r,legendre,NewGVN,1,0,opt,pbqp,size..text,7029316,2,PASS
508.namd_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,392.8573,2,PASS
508.namd_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,72.9467,2,PASS
508.namd_r,legendre,NewGVN,1,0,opt,pbqp,size..text,980585,2,PASS
525.x264_r,legendre,NewGVN,1,0,opt,pbqp,exec_time,287.6568,2,PASS
525.x264_r,legendre,NewGVN,1,0,opt,pbqp,compile_time,54.1153,2,PASS
525.x264_r,legendre,NewGVN,1,0,opt,pbqp,size..text,559520,2,PASS
625.x264_s,legendre,NewGVN,1,0,opt,pbqp,exec_time,287.47360000000003,2,PASS
625.x264_s,legendre,NewGVN,1,0,opt,pbqp,compile_time,53.02250000000001,2,PASS
625.x264_s,legendre,NewGVN,1,0,opt,pbqp,size..text,559520,2,PASS
998.specrand_is,legendre,NewGVN,1,0,opt,pbqp,exec_time,0.1026,2,PASS
998.specrand_is,legendre,NewGVN,1,0,opt,pbqp,compile_time,0.2706,2,PASS
998.specrand_is,legendre,NewGVN,1,0,opt,pbqp,size..text,2326,2,PASS
999.specrand_ir,legendre,NewGVN,1,0,opt,pbqp,exec_time,0.1017,2,PASS
999.specrand_ir,legendre,NewGVN,1,0,opt,pbqp,compile_time,0.2713,2,PASS
999.specrand_ir,legendre,NewGVN,1,0,opt,pbqp,size..text,2326,2,PASS
997.specrand_fr,legendre,NewGVN,1,0,opt,pbqp,exec_time,0.1053,2,PASS
997.specrand_fr,legendre,NewGVN,1,0,opt,pbqp,compile_time,0.2901,2,PASS
997.specrand_fr,legendre,NewGVN,1,0,opt,pbqp,size..text,2326,2,PASS
996.specrand_fs,legendre,NewGVN,1,0,opt,pbqp,exec_time,0.1002,2,PASS
996.specrand_fs,legendre,NewGVN,1,0,opt,pbqp,compile_time,0.22899999999999998,2,PASS
996.specrand_fs,legendre,NewGVN,1,0,opt,pbqp,size..text,2326,2,PASS
508.namd_r,legendre,NoGVN,,,,fast,exec_time,497.1595,0,PASS
508.namd_r,legendre,NoGVN,,,,fast,compile_time,66.98479999999998,0,PASS
508.namd_r,legendre,NoGVN,,,,fast,size..text,1314565,0,PASS
510.parest_r,legendre,NoGVN,,,,fast,exec_time,1266.4905,0,PASS
510.parest_r,legendre,NoGVN,,,,fast,compile_time,1915.6936999999991,0,PASS
510.parest_r,legendre,NoGVN,,,,fast,size..text,14021201,0,PASS
511.povray_r,legendre,NoGVN,,,,fast,exec_time,999.8512,0,PASS
511.povray_r,legendre,NoGVN,,,,fast,compile_time,118.94749999999996,0,PASS
511.povray_r,legendre,NoGVN,,,,fast,size..text,1346789,0,PASS
519.lbm_r,legendre,NoGVN,,,,fast,exec_time,685.1193,0,PASS
519.lbm_r,legendre,NoGVN,,,,fast,compile_time,1.3321,0,PASS
519.lbm_r,legendre,NoGVN,,,,fast,size..text,19723,0,PASS
526.blender_r,legendre,NoGVN,,,,fast,exec_time,645.778,0,PASS
526.blender_r,legendre,NoGVN,,,,fast,compile_time,1117.675399999999,0,PASS
526.blender_r,legendre,NoGVN,,,,fast,size..text,12849468,0,PASS
538.imagick_r,legendre,NoGVN,,,,fast,exec_time,996.1422,0,PASS
538.imagick_r,legendre,NoGVN,,,,fast,compile_time,158.79199999999986,0,PASS
538.imagick_r,legendre,NoGVN,,,,fast,size..text,2772414,0,PASS
544.nab_r,legendre,NoGVN,,,,fast,exec_time,794.4033,0,PASS
544.nab_r,legendre,NoGVN,,,,fast,compile_time,15.2594,0,PASS
544.nab_r,legendre,NoGVN,,,,fast,size..text,298293,0,PASS
997.specrand_fr,legendre,NoGVN,,,,fast,exec_time,0.0869,0,PASS
997.specrand_fr,legendre,NoGVN,,,,fast,compile_time,0.2829,0,PASS
997.specrand_fr,legendre,NoGVN,,,,fast,size..text,3227,0,PASS
619.lbm_s,legendre,NoGVN,,,,fast,exec_time,3483.3026,0,PASS
619.lbm_s,legendre,NoGVN,,,,fast,compile_time,1.3046,0,PASS
619.lbm_s,legendre,NoGVN,,,,fast,size..text,19787,0,PASS
996.specrand_fs,legendre,NoGVN,,,,fast,exec_time,0.0922,0,PASS
996.specrand_fs,legendre,NoGVN,,,,fast,compile_time,0.2266,0,PASS
996.specrand_fs,legendre,NoGVN,,,,fast,size..text,3227,0,PASS
500.perlbench_r,legendre,NoGVN,,,,fast,exec_time,933.5604000000001,0,PASS
500.perlbench_r,legendre,NoGVN,,,,fast,compile_time,158.18569999999997,0,PASS
500.perlbench_r,legendre,NoGVN,,,,fast,size..text,2620420,0,PASS
502.gcc_r,legendre,NoGVN,,,,fast,exec_time,552.6564,0,PASS
502.gcc_r,legendre,NoGVN,,,,fast,compile_time,897.1282999999999,0,PASS
502.gcc_r,legendre,NoGVN,,,,fast,size..text,10696805,0,PASS
